Lower_Bound,Upper_Bound
4.32318298537354,9.386392351498653
-0.02414252645058307,0.5806247640986026
-0.028867905871505173,0.6972509193463929
-8.82475848883512,21.607588215254065
-0.019771548217486987,0.11131626034488591
-15.713327043072141,86.32949690832326
10.866463748759415,265.85485107361706
0.9850546557293851,1.0030000972310067
2.7352648405994713,3.6412684382898717
0.14746937442953695,0.8322243781225254
6.822405344502648,14.206128751046556
3.2209936258518743,8.534825075658947
-0.1826252397792377,0.190383508460332
